UUID,NAME,CLASS,SIZE,BLADE SPEED,CHIP REMOVAL RATE,FORCE
,Nickel 200 - 4 In,Super Alloy Steel,4,105,4,500
,Nickel 200 - 5 In,Super Alloy Steel,5,105,4,500
,Nickel 200 - 6 In,Super Alloy Steel,6,105,4,500
,Nickel 200 - 7 In,Super Alloy Steel,7,105,4,500
,Nickel 200 - 8 In,Super Alloy Steel,8,105,4,500
,Nickel 200 - 9 In,Super Alloy Steel,9,105,4,500
,Nickel 200 - 10 In,Super Alloy Steel,10,105,3.5,500
,Nickel 200 - 11 In,Super Alloy Steel,11,105,3.5,500
,Nickel 200 - 12 In,Super Alloy Steel,12,105,3.5,500
,Nickel 200 - 13 In,Super Alloy Steel,13,105,3.5,500
,Nickel 200 - 14 In,Super Alloy Steel,14,100,3.5,500
,Nickel 200 - 15 In,Super Alloy Steel,15,100,3.5,500
,Nickel 200 - 16 In,Super Alloy Steel,16,100,3.5,500
,Nickel 200 - 17 In,Super Alloy Steel,17,100,3.5,500
,Nickel 200 - 18 In,Super Alloy Steel,18,100,3,500
,Nickel 200 - 19 In,Super Alloy Steel,19,100,3,500
,Nickel 200 - 20 In,Super Alloy Steel,20,100,3,500
,Permendur 2V - 1 In,Super Alloy Steel,1,110,4,500
,Permendur 2V - 2 In,Super Alloy Steel,2,110,4,500
,Permendur 2V - 3 In,Super Alloy Steel,3,105,4,500
,Permendur 2V - 4 In,Super Alloy Steel,4,105,4,500
,Permendur 2V - 5 In,Super Alloy Steel,5,105,4,500
,Permendur 2V - 6 In,Super Alloy Steel,6,105,4,500
,Permendur 2V - 7 In,Super Alloy Steel,7,105,4,500
,Permendur 2V - 8 In,Super Alloy Steel,8,105,4,500
,Permendur 2V - 9 In,Super Alloy Steel,9,105,4,500
,Permendur 2V - 10 In,Super Alloy Steel,10,105,3.5,500
,Permendur 2V - 11 In,Super Alloy Steel,11,105,3.5,500
,Permendur 2V - 12 In,Super Alloy Steel,12,105,3.5,500
,Permendur 2V - 13 In,Super Alloy Steel,13,105,3.5,500
,Permendur 2V - 14 In,Super Alloy Steel,14,100,3.5,500
,Permendur 2V - 15 In,Super Alloy Steel,15,100,3.5,500
,Permendur 2V - 16 In,Super Alloy Steel,16,100,3.5,500
,Permendur 2V - 17 In,Super Alloy Steel,17,100,3.5,500
,Permendur 2V - 18 In,Super Alloy Steel,18,100,3,500
,Permendur 2V - 19 In,Super Alloy Steel,19,100,3,500
,Permendur 2V - 20 In,Super Alloy Steel,20,100,3,500
,Rene 41 - 1 In,Super Alloy Steel,1,110,4,500
,Rene 41 - 2 In,Super Alloy Steel,2,110,4,500
,Rene 41 - 3 In,Super Alloy Steel,3,105,4,500
,Rene 41 - 4 In,Super Alloy Steel,4,105,4,500
,Rene 41 - 5 In,Super Alloy Steel,5,105,4,500
,Rene 41 - 6 In,Super Alloy Steel,6,105,4,500
,Rene 41 - 7 In,Super Alloy Steel,7,105,4,500
,Rene 41 - 8 In,Super Alloy Steel,8,105,4,500
,Rene 41 - 9 In,Super Alloy Steel,9,105,4,500
,Rene 41 - 10 In,Super Alloy Steel,10,105,3.5,500
,Rene 41 - 11 In,Super Alloy Steel,11,105,3.5,500
,Rene 41 - 12 In,Super Alloy Steel,12,105,3.5,500
,Rene 41 - 13 In,Super Alloy Steel,13,105,3.5,500
,Rene 41 - 14 In,Super Alloy Steel,14,100,3.5,500
,Rene 41 - 15 In,Super Alloy Steel,15,100,3.5,500
,Rene 41 - 16 In,Super Alloy Steel,16,100,3.5,500
,Rene 41 - 17 In,Super Alloy Steel,17,100,3.5,500
,Rene 41 - 18 In,Super Alloy Steel,18,100,3,500
,Rene 41 - 19 In,Super Alloy Steel,19,100,3,500
,Rene 41 - 20 In,Super Alloy Steel,20,100,3,500
,Super Invar 32 - 1 In,Super Alloy Steel,1,110,4,500
,Super Invar 32 - 2 In,Super Alloy Steel,2,110,4,500
,Super Invar 32 - 3 In,Super Alloy Steel,3,105,4,500
,Super Invar 32 - 4 In,Super Alloy Steel,4,105,4,500
,Super Invar 32 - 5 In,Super Alloy Steel,5,105,4,500
,Super Invar 32 - 6 In,Super Alloy Steel,6,105,4,500
,Super Invar 32 - 7 In,Super Alloy Steel,7,105,4,500
,Super Invar 32 - 8 In,Super Alloy Steel,8,105,4,500
,Super Invar 32 - 9 In,Super Alloy Steel,9,105,4,500
,Super Invar 32 - 10 In,Super Alloy Steel,10,105,3.5,500
,Super Invar 32 - 11 In,Super Alloy Steel,11,105,3.5,500
,Super Invar 32 - 12 In,Super Alloy Steel,12,105,3.5,500
,Super Invar 32 - 13 In,Super Alloy Steel,13,105,3.5,500
,Super Invar 32 - 14 In,Super Alloy Steel,14,100,3.5,500
,Super Invar 32 - 15 In,Super Alloy Steel,15,100,3.5,500
,Super Invar 32 - 16 In,Super Alloy Steel,16,100,3.5,500
,Super Invar 32 - 17 In,Super Alloy Steel,17,100,3.5,500
,Super Invar 32 - 18 In,Super Alloy Steel,18,100,3,500
,Super Invar 32 - 19 In,Super Alloy Steel,19,100,3,500
,Super Invar 32 - 20 In,Super Alloy Steel,20,100,3,500
,Waspaloy - 1 In,Super Alloy Steel,1,110,4,500
,Waspaloy - 2 In,Super Alloy Steel,2,110,4,500
,Waspaloy - 3 In,Super Alloy Steel,3,105,4,500
,Waspaloy - 4 In,Super Alloy Steel,4,105,4,500
,Waspaloy - 5 In,Super Alloy Steel,5,105,4,500
,Waspaloy - 6 In,Super Alloy Steel,6,105,4,500
,Waspaloy - 7 In,Super Alloy Steel,7,105,4,500
,Waspaloy - 8 In,Super Alloy Steel,8,105,4,500
,Waspaloy - 9 In,Super Alloy Steel,9,105,4,500
,Waspaloy - 10 In,Super Alloy Steel,10,105,3.5,500
,Waspaloy - 11 In,Super Alloy Steel,11,105,3.5,500
,Waspaloy - 12 In,Super Alloy Steel,12,105,3.5,500
,Waspaloy - 13 In,Super Alloy Steel,13,105,3.5,500
,Waspaloy - 14 In,Super Alloy Steel,14,100,3.5,500
,Waspaloy - 15 In,Super Alloy Steel,15,100,3.5,500
,Waspaloy - 16 In,Super Alloy Steel,16,100,3.5,500
,Waspaloy - 17 In,Super Alloy Steel,17,100,3.5,500
,Waspaloy - 18 In,Super Alloy Steel,18,100,3,500
,Waspaloy - 19 In,Super Alloy Steel,19,100,3,500
,Waspaloy - 20 In,Super Alloy Steel,20,100,3,500
